0,1559703684.583866,-0.334625,-0.764511,-0.990219,0.875460,-1.877168,-0.397153,35.026062,-113.558014,16.371140
0,1559703684.593903,-0.383575,-0.746201,-0.894501,0.636417,-1.496208,-0.267403,35.311432,-113.831223,16.423431
0,1559703684.603931,-0.404755,-0.710907,-0.782120,0.364210,-1.093245,-0.183730,35.829910,-113.700607,16.874771
0,1559703684.613966,-0.392502,-0.682419,-0.694412,0.120991,-0.710728,-0.175215,36.239044,-113.675903,16.424164
0,1559703684.623996,-0.420670,-0.656616,-0.651855,-0.068648,-0.477674,-0.236715,36.824814,-113.660950,16.483841
0,1559703684.634034,-0.467300,-0.629898,-0.637619,-0.135222,-0.387902,-0.347062,37.463745,-113.772507,16.330093
0,1559703684.644061,-0.488281,-0.593597,-0.628677,-0.067125,-0.428569,-0.461078,37.550919,-113.403580,16.413284
0,1559703684.654097,-0.457870,-0.560471,-0.598663,0.085928,-0.563882,-0.553895,38.168839,-113.339157,16.163254
0,1559703684.664126,-0.427856,-0.530334,-0.589417,0.229984,-0.681441,-0.584321,38.310394,-113.000549,15.909470
0,1559703684.674166,-0.396637,-0.497925,-0.612244,0.299526,-0.631617,-0.569432,39.147461,-113.250641,16.056442
0,1559703684.684194,-0.363602,-0.492279,-0.655899,0.314023,-0.405148,-0.566761,39.348389,-112.981033,16.077148
0,1559703684.694230,-0.327042,-0.502625,-0.635681,0.307212,-0.128458,-0.627384,39.917191,-112.906174,16.067017
0,1559703684.704260,-0.297516,-0.506317,-0.521622,0.280269,0.068742,-0.761758,40.034271,-112.885178,16.054184
0,1559703684.714301,-0.293961,-0.510483,-0.425598,0.227936,0.217932,-0.932195,40.346939,-113.280289,16.150375
0,1559703684.724330,-0.310211,-0.501160,-0.390747,0.165900,0.404846,-1.069480,40.534592,-113.054306,15.999191
0,1559703684.734371,-0.334274,-0.471420,-0.363068,0.056611,0.611635,-1.139318,40.901642,-113.475952,16.175690
0,1559703684.744401,-0.339355,-0.479446,-0.352844,-0.103926,0.690746,-1.141668,41.197845,-113.593323,16.140686
0,1559703684.754439,-0.339951,-0.536682,-0.333267,-0.227826,0.700793,-1.065165,41.333298,-113.166718,16.334595
0,1559703684.764470,-0.319595,-0.598358,-0.330429,-0.266639,0.675039,-0.912589,41.343338,-113.071960,16.102966
0,1559703684.774509,-0.257904,-0.641937,-0.360840,-0.232871,0.612001,-0.752839,41.570801,-112.821854,15.910416
0,1559703684.784534,-0.180283,-0.646408,-0.406357,-0.207682,0.664265,-0.645602,41.891739,-112.213989,15.877823
0,1559703684.794573,-0.101532,-0.656448,-0.466324,-0.175116,0.843524,-0.598960,42.231827,-112.442123,15.887726
0,1559703684.804600,-0.053482,-0.657455,-0.518509,-0.061981,0.830180,-0.562146,42.298950,-112.011353,15.682358
0,1559703684.814635,-0.071289,-0.632294,-0.528427,0.090614,0.629434,-0.599944,42.358810,-111.819534,15.668610
0,1559703684.824667,-0.123230,-0.615448,-0.531021,0.163612,0.484685,-0.609437,42.176804,-111.873840,15.526230
0,1559703684.834707,-0.125626,-0.613388,-0.600006,0.150666,0.378842,-0.530167,42.210312,-111.777023,15.686340
0,1559703684.844736,-0.146988,-0.616501,-0.694443,0.103528,0.276552,-0.445645,42.083588,-111.776382,15.481186
0,1559703684.854775,-0.141159,-0.630829,-0.705994,0.026331,0.252170,-0.373721,41.984238,-111.648163,15.511520
0,1559703684.864803,-0.069885,-0.691208,-0.675446,-0.082277,0.234164,-0.345569,41.853287,-111.625931,15.407913
0,1559703684.874843,-0.075989,-0.685394,-0.667313,-0.211887,0.290380,-0.318356,42.128235,-111.841705,15.490234
0,1559703684.884872,-0.119217,-0.698944,-0.653885,-0.374074,0.445647,-0.259423,42.075134,-111.851685,15.471771
0,1559703684.894913,-0.187790,-0.744263,-0.688187,-0.509741,0.551825,-0.208180,42.242874,-111.916946,15.752380
0,1559703684.904939,-0.220535,-0.768799,-0.751648,-0.558480,0.642690,-0.252058,42.045639,-112.255600,15.632370
0,1559703684.914977,-0.234879,-0.775162,-0.773285,-0.510482,0.639838,-0.233121,41.950165,-112.356415,16.115036
0,1559703684.925006,-0.222168,-0.780365,-0.830856,-0.440876,0.451564,-0.086998,41.838577,-112.460922,15.910324
0,1559703684.935046,-0.238998,-0.779236,-0.896835,-0.356714,0.190038,0.109414,41.400314,-112.739182,16.058517
0,1559703684.945073,-0.192505,-0.776871,-0.926849,-0.294653,-0.024242,0.312195,41.163147,-113.115799,16.085159
0,1559703684.955110,-0.083252,-0.820938,-0.960785,-0.270290,-0.116226,0.462564,40.836624,-113.245636,16.222092
0,1559703684.965142,-0.022842,-0.865875,-1.000824,-0.261677,-0.071488,0.539159,40.389328,-113.160248,16.513611
0,1559703684.975182,-0.045975,-0.884918,-1.048615,-0.227972,0.109453,0.518899,40.037582,-113.647049,16.410355
