1,1559326763.756758,-0.076828,-0.471756,-0.846405,0.164636,-0.016461,-0.081848,54.838486,-53.122513,-11.262741
1,1559326763.766793,-0.085297,-0.466019,-0.966675,0.064806,0.052094,-0.093157,54.806427,-52.956940,-11.344055
1,1559326763.776827,-0.104538,-0.465973,-1.008453,-0.042765,0.146290,-0.111041,54.744919,-52.897598,-11.449112
1,1559326763.786861,-0.107544,-0.462296,-0.981445,-0.141521,0.233225,-0.144999,54.733337,-52.941467,-11.331177
1,1559326763.796895,-0.066620,-0.502060,-0.915802,-0.216893,0.264314,-0.201361,54.801102,-52.917770,-11.383682
1,1559326763.806929,-0.070999,-0.501633,-0.861618,-0.274376,0.275963,-0.268379,54.889954,-53.308029,-11.237656
1,1559326763.816963,-0.089233,-0.496826,-0.841660,-0.309461,0.280595,-0.310868,54.760437,-53.618179,-11.070587
1,1559326763.826997,-0.093689,-0.508240,-0.832199,-0.316655,0.273044,-0.324036,54.565109,-53.594681,-10.763916
1,1559326763.837031,-0.100281,-0.516220,-0.830124,-0.308651,0.269674,-0.314622,54.620010,-53.603058,-10.618378
1,1559326763.847065,-0.110748,-0.516006,-0.833679,-0.334991,0.221173,-0.284282,54.559113,-53.599533,-10.193192
1,1559326763.857099,-0.107986,-0.511902,-0.836624,-0.412848,0.190362,-0.250177,54.518021,-53.603516,-9.936310
1,1559326763.867133,-0.091614,-0.506332,-0.850189,-0.518623,0.162032,-0.244220,54.707764,-53.690063,-9.516525
1,1559326763.877167,-0.074265,-0.505249,-0.876190,-0.629249,0.167448,-0.240159,54.224640,-53.394547,-9.179474
1,1559326763.887201,-0.043823,-0.528717,-0.871429,-0.707820,0.227990,-0.242758,54.309174,-53.842316,-8.815887
1,1559326763.897235,-0.021988,-0.553970,-0.850510,-0.722864,0.317419,-0.249017,54.333862,-53.480774,-8.203445
1,1559326763.907269,-0.014404,-0.548004,-0.807266,-0.664120,0.388466,-0.244913,53.992416,-53.562790,-7.493683
1,1559326763.917303,-0.028442,-0.507355,-0.797836,-0.560367,0.417152,-0.223002,53.836746,-53.577728,-7.184921
1,1559326763.927337,-0.032974,-0.480087,-0.810562,-0.442963,0.376455,-0.198380,53.510910,-53.572021,-6.696426
1,1559326763.937372,-0.035599,-0.462051,-0.853012,-0.319063,0.281053,-0.198584,53.623520,-53.084778,-6.488113
1,1559326763.947406,-0.035172,-0.439911,-0.909531,-0.217508,0.166321,-0.213731,53.726181,-53.112854,-5.926834
1,1559326763.957440,-0.033005,-0.426941,-0.956863,-0.144534,0.037896,-0.229596,53.426804,-53.260574,-5.848495
1,1559326763.967474,-0.006256,-0.447052,-0.975494,-0.091204,-0.068131,-0.236430,53.662949,-52.921204,-5.289841
1,1559326763.977508,0.014313,-0.446457,-0.986115,-0.060840,-0.132301,-0.231480,53.497223,-53.013062,-4.392914
1,1559326763.987542,0.017578,-0.429840,-0.978531,-0.033872,-0.165662,-0.219391,53.640930,-53.113342,-4.285370
1,1559326763.997576,0.020050,-0.416397,-0.960251,-0.000721,-0.145248,-0.202510,53.480774,-53.108795,-3.486862
1,1559326764.007610,0.024612,-0.409149,-0.953613,0.009122,-0.132972,-0.167699,53.282761,-53.120956,-3.211716
1,1559326764.017644,0.030838,-0.414200,-0.947968,-0.006367,-0.114387,-0.120089,52.977219,-53.367477,-2.772934
1,1559326764.027678,0.044113,-0.417847,-0.947357,-0.062689,-0.069791,-0.092386,53.001770,-53.629669,-2.095825
1,1559326764.037712,0.054169,-0.411575,-0.952820,-0.164154,-0.048415,-0.073034,52.789108,-53.668640,-2.121170
1,1559326764.047746,0.062012,-0.403534,-0.943512,-0.314969,-0.038275,-0.071092,52.513229,-53.945465,-1.980286
1,1559326764.057780,0.083374,-0.414673,-0.928986,-0.485452,-0.049907,-0.078452,52.279800,-54.185440,-1.599457
